Hteam,Ateam,1,N,2,Result,TeamH,TeamA
Swansea,West Ham,2.55,3.17,2.98,H,29.0,33.0
Tottenham,Huddersfield,1.19,7.5,17.0,H,30.0,14.0
Tottenham,Huddersfield,1.2,7.0,17.0,H,30.0,14.0
Tottenham,Huddersfield,1.18,7.5,19.0,H,30.0,14.0
Tottenham,Huddersfield,1.25,8.07,20.0,H,30.0,14.0
Tottenham,Huddersfield,1.19,7.18,16.27,H,30.0,14.0
Watford,West Brom,2.14,3.29,3.89,H,31.0,32.0
Watford,West Brom,2.15,3.25,3.8,H,31.0,32.0
Watford,West Brom,2.15,3.3,3.9,H,31.0,32.0
Watford,West Brom,2.22,3.42,4.0,H,31.0,32.0
Watford,West Brom,2.13,3.29,3.73,H,31.0,32.0
Brighton,Arsenal,4.2,3.79,1.9,H,7.0,0.0
Brighton,Arsenal,4.0,3.75,1.91,H,7.0,0.0
Brighton,Arsenal,4.0,3.7,2.0,H,7.0,0.0
Brighton,Arsenal,4.4,3.8,2.02,H,7.0,0.0
Brighton,Arsenal,3.94,3.67,1.93,H,7.0,0.0
Man City,Chelsea,1.61,4.2,6.0,H,18.0,10.0
Man City,Chelsea,1.62,4.0,6.0,H,18.0,10.0
Man City,Chelsea,1.6,4.3,6.0,H,18.0,10.0
Man City,Chelsea,1.65,4.35,6.07,H,18.0,10.0
Man City,Chelsea,1.6,4.14,5.63,H,18.0,10.0
Crystal Palace,Man United,7.0,4.0,1.57,A,11.0,19.0
Crystal Palace,Man United,6.5,4.0,1.57,A,11.0,19.0
Crystal Palace,Man United,7.0,4.2,1.53,A,11.0,19.0
Crystal Palace,Man United,7.0,4.3,1.61,A,11.0,19.0
Crystal Palace,Man United,6.47,4.05,1.56,A,11.0,19.0
Chelsea,Crystal Palace,1.3,5.75,12.0,H,10.0,11.0
Chelsea,Crystal Palace,1.3,5.5,11.0,H,10.0,11.0
Chelsea,Crystal Palace,1.29,5.75,13.0,H,10.0,11.0
Chelsea,Crystal Palace,1.33,6.0,13.0,H,10.0,11.0
Chelsea,Crystal Palace,1.3,5.54,11.0,H,10.0,11.0
Everton,Brighton,2.2,3.2,3.89,H,12.0,7.0
Everton,Brighton,2.2,3.1,3.75,H,12.0,7.0
Everton,Brighton,2.2,3.25,3.8,H,12.0,7.0
Everton,Brighton,2.26,3.3,3.89,H,12.0,7.0
Everton,Brighton,2.19,3.19,3.65,H,12.0,7.0
Huddersfield,Swansea,2.54,3.1,3.2,D,14.0,29.0
Huddersfield,Swansea,2.5,3.1,3.1,D,14.0,29.0
Huddersfield,Swansea,2.5,3.1,3.3,D,14.0,29.0
Huddersfield,Swansea,2.6,3.2,3.37,D,14.0,29.0
Huddersfield,Swansea,2.49,3.08,3.16,D,14.0,29.0
Man United,Liverpool,2.75,3.39,2.75,H,19.0,17.0
Man United,Liverpool,2.75,3.3,2.8,H,19.0,17.0
Man United,Liverpool,2.7,3.4,2.75,H,19.0,17.0
Man United,Liverpool,2.81,3.4,2.82,H,19.0,17.0
Man United,Liverpool,2.7,3.3,2.71,H,19.0,17.0
Newcastle,Southampton,2.79,3.2,2.79,H,21.0,26.0
Newcastle,Southampton,2.8,3.1,2.8,H,21.0,26.0
Newcastle,Southampton,2.8,3.2,2.8,H,21.0,26.0
Newcastle,Southampton,2.85,3.23,2.9,H,21.0,26.0
Newcastle,Southampton,2.74,3.12,2.79,H,21.0,26.0
West Brom,Leicester,3.0,3.25,2.6,A,32.0,16.0
West Brom,Leicester,3.0,3.1,2.6,A,32.0,16.0
West Brom,Leicester,3.1,3.25,2.55,A,32.0,16.0
West Brom,Leicester,3.12,3.3,2.67,A,32.0,16.0
West Brom,Leicester,2.97,3.19,2.54,A,32.0,16.0
West Ham,Burnley,2.29,3.2,3.6,A,33.0,8.0
West Ham,Burnley,2.3,3.1,3.6,A,33.0,8.0
West Ham,Burnley,2.3,3.2,3.6,A,33.0,8.0
West Ham,Burnley,2.35,3.4,3.7,A,33.0,8.0
West Ham,Burnley,2.27,3.15,3.51,A,33.0,8.0
Arsenal,Watford,1.44,5.0,7.5,H,0.0,31.0
Arsenal,Watford,1.5,4.33,7.0,H,0.0,31.0
Arsenal,Watford,1.45,5.0,7.0,H,0.0,31.0
Arsenal,Watford,1.52,5.0,7.5,H,0.0,31.0
Arsenal,Watford,1.47,4.62,6.67,H,0.0,31.0
Bournemouth,Tottenham,6.5,4.5,1.55,A,6.0,30.0
Bournemouth,Tottenham,6.0,4.5,1.53,A,6.0,30.0
Bournemouth,Tottenham,6.5,4.6,1.53,A,6.0,30.0
Bournemouth,Tottenham,6.5,4.7,1.56,A,6.0,30.0
Bournemouth,Tottenham,6.09,4.47,1.52,A,6.0,30.0
Stoke,Man City,15.0,6.5,1.25,A,27.0,18.0
Stoke,Man City,13.0,6.0,1.25,A,27.0,18.0
Stoke,Man City,13.0,6.5,1.22,A,27.0,18.0
Stoke,Man City,15.0,7.0,1.27,A,27.0,18.0
Stoke,Man City,13.18,6.47,1.23,A,27.0,18.0
Bournemouth,West Brom,1.83,3.6,5.0,H,6.0,32.0
Bournemouth,West Brom,1.83,3.5,4.33,H,6.0,32.0
Bournemouth,West Brom,1.85,3.6,4.8,H,6.0,32.0
Bournemouth,West Brom,1.91,3.75,5.0,H,6.0,32.0
Bournemouth,West Brom,1.84,3.54,4.56,H,6.0,32.0
Huddersfield,Crystal Palace,3.0,3.1,2.7,A,14.0,11.0
Huddersfield,Crystal Palace,2.8,3.1,2.62,A,14.0,11.0
Huddersfield,Crystal Palace,2.9,3.2,2.7,A,14.0,11.0
Huddersfield,Crystal Palace,3.0,3.26,2.77,A,14.0,11.0
Huddersfield,Crystal Palace,2.88,3.12,2.65,A,14.0,11.0
Liverpool,Watford,1.19,8.0,15.0,H,17.0,31.0
Liverpool,Watford,1.2,6.5,13.0,H,17.0,31.0
Liverpool,Watford,1.18,8.0,17.0,H,17.0,31.0
Liverpool,Watford,1.22,8.12,19.0,H,17.0,31.0
Liverpool,Watford,1.19,7.39,15.4,H,17.0,31.0
Stoke,Everton,2.5,3.29,3.1,A,27.0,12.0
Stoke,Everton,2.4,3.2,3.0,A,27.0,12.0
Stoke,Everton,2.5,3.3,3.13,A,27.0,12.0
Stoke,Everton,2.55,3.36,3.2,A,27.0,12.0
Stoke,Everton,2.45,3.23,3.07,A,27.0,12.0
Brighton,Leicester,2.7,3.2,2.62,A,7.0,16.0
Brighton,Leicester,2.8,3.1,2.62,A,7.0,16.0
Brighton,Leicester,2.75,3.2,2.8,A,7.0,16.0
Brighton,Leicester,2.9,3.26,2.87,A,7.0,16.0
Brighton,Leicester,2.75,3.15,2.73,A,7.0,16.0
Crystal Palace,Liverpool,7.0,4.33,1.44,A,11.0,17.0
Crystal Palace,Liverpool,6.0,4.33,1.5,A,11.0,17.0
Crystal Palace,Liverpool,6.5,4.5,1.53,A,11.0,17.0
Crystal Palace,Liverpool,7.2,4.82,1.57,A,11.0,17.0
Crystal Palace,Liverpool,6.26,4.41,1.52,A,11.0,17.0
Everton,Man City,9.0,5.0,1.33,A,12.0,18.0
Everton,Man City,8.5,4.8,1.33,A,12.0,18.0
Everton,Man City,10.5,5.4,1.33,A,12.0,18.0
Everton,Man City,10.5,5.5,1.39,A,12.0,18.0
Everton,Man City,9.14,5.12,1.35,A,12.0,18.0
Man United,Swansea,1.25,6.0,10.0,H,19.0,29.0
Man United,Swansea,1.22,6.0,13.0,H,19.0,29.0
Man United,Swansea,1.25,6.0,15.0,H,19.0,29.0
Man United,Swansea,1.29,7.02,16.5,H,19.0,29.0
Man United,Swansea,1.24,6.09,13.32,H,19.0,29.0
Newcastle,Huddersfield,1.75,3.39,5.0,H,21.0,14.0
Newcastle,Huddersfield,1.75,3.4,5.0,H,21.0,14.0
Newcastle,Huddersfield,1.75,3.6,5.5,H,21.0,14.0
Newcastle,Huddersfield,1.8,3.69,5.6,H,21.0,14.0
Newcastle,Huddersfield,1.75,3.52,5.19,H,21.0,14.0
Watford,Bournemouth,2.29,3.29,3.1,D,31.0,6.0
Watford,Bournemouth,2.3,3.4,3.0,D,31.0,6.0
Watford,Bournemouth,2.3,3.5,3.2,D,31.0,6.0
Watford,Bournemouth,2.42,3.51,3.27,D,31.0,6.0
Watford,Bournemouth,2.32,3.39,3.12,D,31.0,6.0
West Brom,Burnley,2.5,3.0,3.1,A,32.0,8.0
West Brom,Burnley,2.62,3.0,2.9,A,32.0,8.0
West Brom,Burnley,2.63,3.0,3.13,A,32.0,8.0
West Brom,Burnley,2.71,3.2,3.16,A,32.0,8.0
West Brom,Burnley,2.59,3.03,3.02,A,32.0,8.0
West Ham,Southampton,2.7,3.25,2.6,H,33.0,26.0
West Ham,Southampton,2.88,3.1,2.6,H,33.0,26.0
West Ham,Southampton,2.9,3.25,2.63,H,33.0,26.0
West Ham,Southampton,2.99,3.3,2.8,H,33.0,26.0
West Ham,Southampton,2.85,3.19,2.62,H,33.0,26.0
Arsenal,Stoke,1.28,5.5,10.0,H,0.0,27.0
Arsenal,Stoke,1.3,5.5,10.0,H,0.0,27.0
Arsenal,Stoke,1.3,6.0,11.0,H,0.0,27.0
Arsenal,Stoke,1.35,6.15,11.0,H,0.0,27.0
Arsenal,Stoke,1.31,5.64,9.57,H,0.0,27.0
Chelsea,Tottenham,2.29,3.29,3.1,A,10.0,30.0
Chelsea,Tottenham,2.3,3.2,3.1,A,10.0,30.0
Chelsea,Tottenham,2.4,3.4,3.13,A,10.0,30.0
Chelsea,Tottenham,2.5,3.41,3.26,A,10.0,30.0
Chelsea,Tottenham,2.36,3.29,3.12,A,10.0,30.0
Bournemouth,Crystal Palace,2.5,3.39,3.0,D,6.0,11.0
Bournemouth,Crystal Palace,2.5,3.25,3.0,D,6.0,11.0
Bournemouth,Crystal Palace,2.5,3.5,2.9,D,6.0,11.0
Bournemouth,Crystal Palace,2.53,3.51,3.15,D,6.0,11.0
Bournemouth,Crystal Palace,2.45,3.39,2.93,D,6.0,11.0
Brighton,Huddersfield,1.85,3.5,5.0,D,7.0,14.0
Brighton,Huddersfield,1.85,3.3,5.0,D,7.0,14.0
Brighton,Huddersfield,1.85,3.4,5.2,D,7.0,14.0
Brighton,Huddersfield,1.92,3.6,5.2,D,7.0,14.0
Brighton,Huddersfield,1.86,3.4,4.76,D,7.0,14.0
Everton,Liverpool,4.2,3.75,1.9,D,12.0,17.0
Everton,Liverpool,4.2,3.6,1.91,D,12.0,17.0
Everton,Liverpool,4.3,3.7,1.93,D,12.0,17.0
Everton,Liverpool,4.33,3.76,1.99,D,12.0,17.0
Everton,Liverpool,4.06,3.65,1.92,D,12.0,17.0
Leicester,Newcastle,1.95,3.6,4.2,A,16.0,21.0
Leicester,Newcastle,1.95,3.4,4.33,A,16.0,21.0
Leicester,Newcastle,1.93,3.6,4.4,A,16.0,21.0
Leicester,Newcastle,2.03,3.63,4.4,A,16.0,21.0
Leicester,Newcastle,1.95,3.45,4.13,A,16.0,21.0
Man City,Man United,1.89,3.79,4.2,A,18.0,19.0
Man City,Man United,1.85,3.6,4.33,A,18.0,19.0
Man City,Man United,1.87,3.75,4.5,A,18.0,19.0
Man City,Man United,1.95,3.95,4.5,A,18.0,19.0
Man City,Man United,1.88,3.69,4.17,A,18.0,19.0
Stoke,Tottenham,11.0,5.5,1.33,A,27.0,30.0
Stoke,Tottenham,11.0,5.0,1.33,A,27.0,30.0
Stoke,Tottenham,10.5,5.5,1.33,A,27.0,30.0
Stoke,Tottenham,11.07,5.69,1.37,A,27.0,30.0
Stoke,Tottenham,9.98,5.28,1.33,A,27.0,30.0
Watford,Burnley,2.39,3.2,3.39,A,31.0,8.0
Watford,Burnley,2.38,3.1,3.3,A,31.0,8.0
Watford,Burnley,2.38,3.2,3.5,A,31.0,8.0
Watford,Burnley,2.43,3.3,3.55,A,31.0,8.0
Watford,Burnley,2.33,3.15,3.36,A,31.0,8.0
West Brom,Swansea,2.37,3.2,3.39,D,32.0,29.0
West Brom,Swansea,2.4,3.1,3.3,D,32.0,29.0
West Brom,Swansea,2.38,3.2,3.1,D,32.0,29.0
West Brom,Swansea,2.5,3.3,3.5,D,32.0,29.0
West Brom,Swansea,2.37,3.15,3.29,D,32.0,29.0
Arsenal,Southampton,1.57,4.5,6.0,H,0.0,26.0
Arsenal,Southampton,1.57,4.2,6.0,H,0.0,26.0
Arsenal,Southampton,1.55,4.5,6.25,H,0.0,26.0
Arsenal,Southampton,1.6,4.55,6.5,H,0.0,26.0
Arsenal,Southampton,1.56,4.32,5.86,H,0.0,26.0
Chelsea,West Ham,1.28,6.0,12.0,D,10.0,33.0
Chelsea,West Ham,1.29,5.5,12.0,D,10.0,33.0
Chelsea,West Ham,1.29,6.0,12.0,D,10.0,33.0
Chelsea,West Ham,1.31,6.5,13.0,D,10.0,33.0
Chelsea,West Ham,1.27,5.83,11.34,D,10.0,33.0
Burnley,Leicester,2.62,3.2,3.0,H,8.0,16.0
Burnley,Leicester,2.7,3.1,2.88,H,8.0,16.0
Burnley,Leicester,2.7,3.13,3.0,H,8.0,16.0
Burnley,Leicester,2.74,3.3,3.03,H,8.0,16.0
Burnley,Leicester,2.63,3.12,2.91,H,8.0,16.0
Crystal Palace,Brighton,1.9,3.5,4.75,H,11.0,7.0
Crystal Palace,Brighton,1.91,3.2,4.8,H,11.0,7.0
Crystal Palace,Brighton,1.85,3.5,5.0,H,11.0,7.0
Crystal Palace,Brighton,1.95,3.6,5.0,H,11.0,7.0
Crystal Palace,Brighton,1.89,3.42,4.54,H,11.0,7.0
Huddersfield,Watford,2.62,3.25,3.0,H,14.0,31.0
Huddersfield,Watford,2.62,3.1,2.9,H,14.0,31.0
Huddersfield,Watford,2.7,3.2,2.9,H,14.0,31.0
Huddersfield,Watford,2.76,3.25,3.05,H,14.0,31.0
Huddersfield,Watford,2.63,3.15,2.88,H,14.0,31.0
Liverpool,Bournemouth,1.25,7.0,12.0,H,17.0,6.0
Liverpool,Bournemouth,1.25,6.0,13.0,H,17.0,6.0
Liverpool,Bournemouth,1.25,7.0,13.0,H,17.0,6.0
Liverpool,Bournemouth,1.27,7.15,14.6,H,17.0,6.0
Liverpool,Bournemouth,1.24,6.52,12.5,H,17.0,6.0
Southampton,Chelsea,4.5,3.75,1.85,A,26.0,10.0
Southampton,Chelsea,4.5,3.6,1.83,A,26.0,10.0
Southampton,Chelsea,4.75,3.7,1.85,A,26.0,10.0
Southampton,Chelsea,4.75,3.79,1.92,A,26.0,10.0
Southampton,Chelsea,4.37,3.61,1.86,A,26.0,10.0
Swansea,Everton,2.54,3.25,3.1,D,29.0,12.0
Swansea,Everton,2.5,3.1,3.1,D,29.0,12.0
Swansea,Everton,2.55,3.2,3.13,D,29.0,12.0
Swansea,Everton,2.65,3.3,3.2,D,29.0,12.0
Swansea,Everton,2.53,3.15,3.04,D,29.0,12.0
Tottenham,Man City,2.62,3.6,2.7,A,30.0,18.0
Tottenham,Man City,2.7,3.3,2.7,A,30.0,18.0
Tottenham,Man City,2.7,3.6,2.63,A,30.0,18.0
Tottenham,Man City,2.78,3.7,2.75,A,30.0,18.0
Tottenham,Man City,2.65,3.52,2.63,A,30.0,18.0
Man United,West Brom,1.18,8.0,19.0,A,19.0,32.0
Man United,West Brom,1.17,7.5,19.0,A,19.0,32.0
Man United,West Brom,1.2,7.5,15.0,A,19.0,32.0
Man United,West Brom,1.23,8.0,21.0,A,19.0,32.0
Man United,West Brom,1.19,6.97,17.38,A,19.0,32.0
Newcastle,Arsenal,3.29,3.6,2.25,H,21.0,0.0
Newcastle,Arsenal,3.3,3.5,2.2,H,21.0,0.0
Newcastle,Arsenal,3.3,3.6,2.25,H,21.0,0.0
Newcastle,Arsenal,3.4,3.7,2.31,H,21.0,0.0
Newcastle,Arsenal,3.24,3.54,2.22,H,21.0,0.0
West Ham,Stoke,2.0,3.6,4.0,D,33.0,27.0
West Ham,Stoke,2.0,3.3,4.2,D,33.0,27.0
West Ham,Stoke,2.0,3.5,4.1,D,33.0,27.0
West Ham,Stoke,2.08,3.6,4.2,D,33.0,27.0
West Ham,Stoke,2.0,3.41,3.91,D,33.0,27.0
Brighton,Tottenham,6.5,4.33,1.55,D,7.0,30.0
Brighton,Tottenham,6.5,4.33,1.53,D,7.0,30.0
Brighton,Tottenham,6.5,4.33,1.55,D,7.0,30.0
Brighton,Tottenham,6.7,4.4,1.6,D,7.0,30.0
Brighton,Tottenham,6.27,4.24,1.55,D,7.0,30.0
Bournemouth,Man United,5.0,3.89,1.75,A,6.0,19.0
Bournemouth,Man United,4.8,3.8,1.75,A,6.0,19.0
Bournemouth,Man United,5.2,4.0,1.73,A,6.0,19.0
Bournemouth,Man United,5.2,4.08,1.77,A,6.0,19.0
Bournemouth,Man United,4.84,3.88,1.73,A,6.0,19.0
Burnley,Chelsea,4.0,3.39,1.9,A,8.0,10.0
Burnley,Chelsea,4.33,3.4,1.91,A,8.0,10.0
Burnley,Chelsea,4.75,3.5,1.87,A,8.0,10.0
Burnley,Chelsea,4.75,3.6,2.0,A,8.0,10.0
Burnley,Chelsea,4.31,3.44,1.9,A,8.0,10.0
Leicester,Southampton,2.25,3.29,3.2,D,16.0,26.0
Leicester,Southampton,2.38,3.5,3.0,D,16.0,26.0
Leicester,Southampton,2.38,3.5,3.13,D,16.0,26.0
Leicester,Southampton,2.44,3.53,3.3,D,16.0,26.0
Leicester,Southampton,2.35,3.4,3.08,D,16.0,26.0
Watford,Crystal Palace,2.89,3.39,2.54,D,31.0,11.0
Watford,Crystal Palace,2.88,3.25,2.6,D,31.0,11.0
Watford,Crystal Palace,3.0,3.4,2.55,D,31.0,11.0
Watford,Crystal Palace,3.03,3.49,2.6,D,31.0,11.0
Watford,Crystal Palace,2.9,3.33,2.5,D,31.0,11.0
West Brom,Liverpool,7.5,4.5,1.5,D,32.0,17.0
West Brom,Liverpool,6.5,4.2,1.53,D,32.0,17.0
West Brom,Liverpool,7.0,4.5,1.5,D,32.0,17.0
West Brom,Liverpool,7.57,4.5,1.55,D,32.0,17.0
West Brom,Liverpool,6.79,4.3,1.51,D,32.0,17.0
Arsenal,West Ham,1.55,4.59,6.0,H,0.0,33.0
Arsenal,West Ham,1.57,4.5,5.5,H,0.0,33.0
Arsenal,West Ham,1.53,4.6,6.5,H,0.0,33.0
Arsenal,West Ham,1.6,4.75,6.5,H,0.0,33.0
Arsenal,West Ham,1.54,4.49,5.87,H,0.0,33.0
Man City,Swansea,1.14,9.0,23.0,H,18.0,29.0
Man City,Swansea,1.14,8.5,21.0,H,18.0,29.0
Man City,Swansea,1.14,9.0,23.0,H,18.0,29.0
Man City,Swansea,1.2,10.3,25.97,H,18.0,29.0
Man City,Swansea,1.13,8.89,21.51,H,18.0,29.0
Stoke,Burnley,2.29,3.29,3.5,D,27.0,8.0
Stoke,Burnley,2.38,3.2,3.25,D,27.0,8.0
Stoke,Burnley,2.3,3.25,3.4,D,27.0,8.0
Stoke,Burnley,2.38,3.4,3.65,D,27.0,8.0
Stoke,Burnley,2.28,3.2,3.42,D,27.0,8.0
Everton,Newcastle,2.29,3.39,3.39,H,12.0,21.0
Everton,Newcastle,2.3,3.2,3.2,H,12.0,21.0
Everton,Newcastle,2.3,3.25,3.5,H,12.0,21.0
Everton,Newcastle,2.4,3.4,3.6,H,12.0,21.0
Everton,Newcastle,2.29,3.25,3.32,H,12.0,21.0
Burnley,Brighton,2.25,3.2,3.7,D,8.0,7.0
Burnley,Brighton,2.2,3.1,3.75,D,8.0,7.0
Burnley,Brighton,2.25,3.2,3.75,D,8.0,7.0
Burnley,Brighton,2.31,3.35,3.8,D,8.0,7.0
Burnley,Brighton,2.22,3.16,3.6,D,8.0,7.0
Crystal Palace,Leicester,2.04,3.6,3.79,H,11.0,16.0
Crystal Palace,Leicester,2.1,3.3,3.75,H,11.0,16.0
Crystal Palace,Leicester,2.1,3.6,3.7,H,11.0,16.0
Crystal Palace,Leicester,2.13,3.64,3.85,H,11.0,16.0
Crystal Palace,Leicester,2.05,3.5,3.65,H,11.0,16.0
Huddersfield,Everton,2.62,3.1,3.1,A,14.0,12.0
Huddersfield,Everton,2.62,3.1,2.9,A,14.0,12.0
Huddersfield,Everton,2.6,3.1,3.13,A,14.0,12.0
Huddersfield,Everton,2.64,3.14,3.25,A,14.0,12.0
Huddersfield,Everton,2.56,3.02,3.09,A,14.0,12.0
Liverpool,Stoke,1.33,5.75,10.0,D,17.0,27.0
Liverpool,Stoke,1.33,5.0,10.0,D,17.0,27.0
Liverpool,Stoke,1.3,5.75,11.0,D,17.0,27.0
Liverpool,Stoke,1.36,5.94,11.0,D,17.0,27.0
Liverpool,Stoke,1.31,5.54,9.73,D,17.0,27.0
Newcastle,West Brom,1.85,3.6,4.75,A,21.0,32.0
Newcastle,West Brom,1.91,3.4,4.5,A,21.0,32.0
Newcastle,West Brom,1.87,3.5,4.8,A,21.0,32.0
Newcastle,West Brom,1.94,3.6,5.0,A,21.0,32.0
Newcastle,West Brom,1.86,3.47,4.58,A,21.0,32.0
Southampton,Bournemouth,1.72,4.0,5.0,H,26.0,6.0
Southampton,Bournemouth,1.73,3.75,5.0,H,26.0,6.0
Southampton,Bournemouth,1.7,4.0,5.2,H,26.0,6.0
Southampton,Bournemouth,1.77,4.13,5.2,H,26.0,6.0
Southampton,Bournemouth,1.71,3.9,4.88,H,26.0,6.0
Swansea,Chelsea,7.0,4.33,1.53,A,29.0,10.0
Swansea,Chelsea,7.0,4.0,1.53,A,29.0,10.0
Swansea,Chelsea,7.5,4.33,1.5,A,29.0,10.0
Swansea,Chelsea,7.6,4.54,1.55,A,29.0,10.0
Swansea,Chelsea,6.97,4.23,1.5,A,29.0,10.0
Man United,Arsenal,1.44,4.75,8.0,H,19.0,0.0
Man United,Arsenal,1.44,4.33,8.0,H,19.0,0.0
Man United,Arsenal,1.4,4.8,8.5,H,19.0,0.0
Man United,Arsenal,1.5,5.0,8.5,H,19.0,0.0
Man United,Arsenal,1.44,4.64,7.64,H,19.0,0.0
West Ham,Man City,10.0,5.75,1.33,A,33.0,18.0
West Ham,Man City,11.0,5.0,1.33,A,33.0,18.0
West Ham,Man City,10.5,5.5,1.33,A,33.0,18.0
West Ham,Man City,11.04,5.88,1.4,A,33.0,18.0
West Ham,Man City,9.79,5.44,1.32,A,33.0,18.0
Tottenham,Watford,1.16,8.5,21.0,H,30.0,31.0
Tottenham,Watford,1.17,7.0,21.0,H,30.0,31.0
Tottenham,Watford,1.14,9.0,22.0,H,30.0,31.0
Tottenham,Watford,1.18,9.15,23.8,H,30.0,31.0
Tottenham,Watford,1.15,8.03,18.87,H,30.0,31.0
Brighton,Man United,4.75,3.6,1.85,H,7.0,19.0
Brighton,Man United,4.75,3.5,1.83,H,7.0,19.0
Brighton,Man United,4.75,3.6,1.87,H,7.0,19.0
Brighton,Man United,4.8,3.65,1.91,H,7.0,19.0
Brighton,Man United,4.54,3.53,1.86,H,7.0,19.0
Bournemouth,Swansea,2.1,3.6,3.7,H,6.0,29.0
Bournemouth,Swansea,2.1,3.4,3.6,H,6.0,29.0
Bournemouth,Swansea,2.1,3.6,3.6,H,6.0,29.0
Bournemouth,Swansea,2.3,3.62,3.75,H,6.0,29.0
Bournemouth,Swansea,2.1,3.5,3.54,H,6.0,29.0
Everton,Southampton,2.89,3.29,2.62,D,12.0,26.0
Everton,Southampton,2.88,3.2,2.62,D,12.0,26.0
Everton,Southampton,3.0,3.25,2.63,D,12.0,26.0
Everton,Southampton,3.0,3.4,2.7,D,12.0,26.0
Everton,Southampton,2.88,3.24,2.58,D,12.0,26.0
Leicester,West Ham,2.25,3.5,3.39,A,16.0,33.0
Leicester,West Ham,2.3,3.25,3.3,A,16.0,33.0
Leicester,West Ham,2.25,3.5,3.4,A,16.0,33.0
Leicester,West Ham,2.32,3.6,3.48,A,16.0,33.0
Leicester,West Ham,2.23,3.39,3.3,A,16.0,33.0
Stoke,Crystal Palace,2.7,3.39,2.79,A,27.0,11.0
Stoke,Crystal Palace,2.7,3.2,2.8,A,27.0,11.0
Stoke,Crystal Palace,2.7,3.4,2.75,A,27.0,11.0
Stoke,Crystal Palace,2.75,3.43,2.91,A,27.0,11.0
Stoke,Crystal Palace,2.65,3.31,2.74,A,27.0,11.0
Watford,Newcastle,2.37,3.39,3.2,H,31.0,21.0
Watford,Newcastle,2.4,3.2,3.2,H,31.0,21.0
Watford,Newcastle,2.38,3.3,3.3,H,31.0,21.0
Watford,Newcastle,2.45,3.41,3.3,H,31.0,21.0
Watford,Newcastle,2.37,3.29,3.14,H,31.0,21.0
West Brom,Tottenham,8.0,4.75,1.44,H,32.0,30.0
West Brom,Tottenham,8.5,4.8,1.4,H,32.0,30.0
West Brom,Tottenham,8.0,4.75,1.44,H,32.0,30.0
West Brom,Tottenham,8.5,5.3,1.48,H,32.0,30.0
West Brom,Tottenham,7.54,4.66,1.43,H,32.0,30.0
Arsenal,Burnley,1.57,4.2,6.5,H,0.0,8.0
Arsenal,Burnley,1.57,3.75,7.0,H,0.0,8.0
Arsenal,Burnley,1.55,4.33,6.5,H,0.0,8.0
Arsenal,Burnley,1.6,4.46,7.0,H,0.0,8.0
Arsenal,Burnley,1.55,4.21,6.14,H,0.0,8.0
Chelsea,Liverpool,2.25,3.6,3.29,H,10.0,17.0
Chelsea,Liverpool,2.25,3.3,3.4,H,10.0,17.0
Chelsea,Liverpool,2.25,3.6,3.25,H,10.0,17.0
Chelsea,Liverpool,2.32,3.7,3.4,H,10.0,17.0
Chelsea,Liverpool,2.23,3.51,3.23,H,10.0,17.0
Man City,Huddersfield,1.08,13.0,34.0,D,18.0,14.0
Man City,Huddersfield,1.11,9.0,26.0,D,18.0,14.0
Man City,Huddersfield,1.06,13.0,26.0,D,18.0,14.0
Man City,Huddersfield,1.12,14.0,34.0,D,18.0,14.0
Man City,Huddersfield,1.09,11.57,28.0,D,18.0,14.0
Swansea,Southampton,3.1,3.25,2.54,A,29.0,26.0
Swansea,Southampton,3.0,3.2,2.5,A,29.0,26.0
Swansea,Southampton,3.1,3.2,2.55,A,29.0,26.0
Swansea,Southampton,3.15,3.33,2.61,A,29.0,26.0
Swansea,Southampton,3.04,3.2,2.5,A,29.0,26.0
Chelsea,Huddersfield,1.16,8.5,19.0,D,10.0,14.0
Chelsea,Huddersfield,1.17,8.0,17.0,D,10.0,14.0
Chelsea,Huddersfield,1.2,7.0,19.0,D,10.0,14.0
Chelsea,Huddersfield,1.21,8.5,21.0,D,10.0,14.0
Chelsea,Huddersfield,1.18,7.37,17.21,D,10.0,14.0
Leicester,Arsenal,3.75,3.79,2.0,H,16.0,0.0
Leicester,Arsenal,3.6,3.75,2.0,H,16.0,0.0
Leicester,Arsenal,3.7,3.9,2.0,H,16.0,0.0
Leicester,Arsenal,3.79,4.0,2.05,H,16.0,0.0
Leicester,Arsenal,3.62,3.78,1.98,H,16.0,0.0
Man City,Brighton,1.12,10.0,27.0,H,18.0,7.0
Man City,Brighton,1.12,10.0,21.0,H,18.0,7.0
Man City,Brighton,1.13,10.5,21.0,H,18.0,7.0
Man City,Brighton,1.15,11.0,27.0,H,18.0,7.0
Man City,Brighton,1.13,9.25,21.8,H,18.0,7.0
Tottenham,Newcastle,1.18,8.5,17.0,H,30.0,21.0
Tottenham,Newcastle,1.17,8.0,17.0,H,30.0,21.0
Tottenham,Newcastle,1.18,8.0,17.0,H,30.0,21.0
Tottenham,Newcastle,1.21,8.5,18.0,H,30.0,21.0
Tottenham,Newcastle,1.18,7.57,15.42,H,30.0,21.0
West Ham,Man United,4.75,3.79,1.8,D,33.0,19.0
West Ham,Man United,4.5,3.8,1.8,D,33.0,19.0
West Ham,Man United,4.75,3.8,1.8,D,33.0,19.0
West Ham,Man United,4.75,3.9,1.87,D,33.0,19.0
