Hteam,Ateam,Month,1,N,2,Result,TeamH,TeamA
Man United,Arsenal,5,2.3,3.6,2.95,D,19.0,0.0
Man United,Arsenal,5,2.4,3.3,2.95,D,19.0,0.0
Man United,Arsenal,5,2.38,3.5,2.9,D,19.0,0.0
Man United,Arsenal,5,2.45,3.5,2.9,D,19.0,0.0
Man United,Arsenal,5,2.52,3.6,3.05,D,19.0,0.0
Man United,Arsenal,5,2.4,3.48,2.93,D,19.0,0.0
Tottenham,Southampton,5,1.36,5.25,9.5,H,30.0,26.0
Tottenham,Southampton,5,1.36,5.0,8.5,H,30.0,26.0
Tottenham,Southampton,5,1.4,4.8,7.5,H,30.0,26.0
Tottenham,Southampton,5,1.36,4.8,9.0,H,30.0,26.0
Tottenham,Southampton,5,1.36,5.2,9.5,H,30.0,26.0
Tottenham,Southampton,5,1.4,5.25,10.0,H,30.0,26.0
Tottenham,Southampton,5,1.37,4.96,8.82,H,30.0,26.0
Wolves,Chelsea,5,5.0,3.75,1.8,H,35.0,10.0
Wolves,Chelsea,5,4.75,3.7,1.75,H,35.0,10.0
Wolves,Chelsea,5,4.5,3.6,1.8,H,35.0,10.0
Wolves,Chelsea,5,4.8,3.7,1.75,H,35.0,10.0
Wolves,Chelsea,5,5.0,3.8,1.8,H,35.0,10.0
Wolves,Chelsea,5,5.06,3.9,1.83,H,35.0,10.0
Wolves,Chelsea,5,4.7,3.71,1.78,H,35.0,10.0
Arsenal,Huddersfield,8,1.28,6.0,12.0,H,0.0,14.0
Arsenal,Huddersfield,8,1.28,5.75,10.5,H,0.0,14.0
Arsenal,Huddersfield,8,1.27,6.0,10.0,H,0.0,14.0
Arsenal,Huddersfield,8,1.25,6.0,12.0,H,0.0,14.0
Arsenal,Huddersfield,8,1.29,6.0,13.0,H,0.0,14.0
Arsenal,Huddersfield,8,1.3,6.25,13.0,H,0.0,14.0
Arsenal,Huddersfield,8,1.28,5.88,11.2,H,0.0,14.0
Bournemouth,Liverpool,8,5.75,4.5,1.6,A,6.0,17.0
Bournemouth,Liverpool,8,5.5,4.33,1.57,A,6.0,17.0
Bournemouth,Liverpool,8,5.5,3.8,1.65,A,6.0,17.0
Bournemouth,Liverpool,8,5.8,4.33,1.55,A,6.0,17.0
Bournemouth,Liverpool,8,6.0,4.5,1.57,A,6.0,17.0
Bournemouth,Liverpool,8,6.0,4.57,1.68,A,6.0,17.0
Bournemouth,Liverpool,8,5.53,4.33,1.59,A,6.0,17.0
Burnley,Brighton,8,2.9,3.2,2.75,H,8.0,7.0
Burnley,Brighton,8,2.85,3.1,2.65,H,8.0,7.0
Burnley,Brighton,8,2.8,3.05,2.75,H,8.0,7.0
Burnley,Brighton,8,2.75,3.1,2.75,H,8.0,7.0
Burnley,Brighton,8,2.88,3.2,2.8,H,8.0,7.0
Burnley,Brighton,8,2.95,3.2,2.85,H,8.0,7.0
Burnley,Brighton,8,2.84,3.08,2.73,H,8.0,7.0
Cardiff,Southampton,8,2.9,3.25,2.7,H,9.0,26.0
Cardiff,Southampton,8,2.8,3.2,2.6,H,9.0,26.0
Cardiff,Southampton,8,2.9,3.15,2.55,H,9.0,26.0
Cardiff,Southampton,8,2.8,3.25,2.6,H,9.0,26.0
Cardiff,Southampton,8,2.9,3.25,2.7,H,9.0,26.0
Cardiff,Southampton,8,2.95,3.33,2.72,H,9.0,26.0
Cardiff,Southampton,8,2.86,3.21,2.62,H,9.0,26.0
Chelsea,Man City,8,4.0,3.8,1.95,H,10.0,18.0
Chelsea,Man City,8,3.9,3.7,1.91,H,10.0,18.0
Chelsea,Man City,8,4.0,3.6,1.9,H,10.0,18.0
Chelsea,Man City,8,3.8,3.7,1.95,H,10.0,18.0
Chelsea,Man City,8,3.9,3.8,2.0,H,10.0,18.0
Chelsea,Man City,8,4.2,3.8,2.0,H,10.0,18.0
Chelsea,Man City,8,3.85,3.67,1.95,H,10.0,18.0
Leicester,Tottenham,8,3.8,3.75,2.0,A,16.0,30.0
Leicester,Tottenham,8,3.9,3.5,1.95,A,16.0,30.0
Leicester,Tottenham,8,3.6,3.5,2.05,A,16.0,30.0
Leicester,Tottenham,8,3.75,3.5,2.0,A,16.0,30.0
Leicester,Tottenham,8,3.9,3.7,2.0,A,16.0,30.0
Leicester,Tottenham,8,4.0,3.75,2.08,A,16.0,30.0
Leicester,Tottenham,8,3.79,3.55,2.0,A,16.0,30.0
Man United,Fulham,8,1.33,5.75,10.0,H,19.0,13.0
Man United,Fulham,8,1.33,5.5,8.75,H,19.0,13.0
Man United,Fulham,8,1.33,5.5,8.5,H,19.0,13.0
Man United,Fulham,8,1.35,5.0,9.0,H,19.0,13.0
Man United,Fulham,8,1.36,5.4,9.5,H,19.0,13.0
Man United,Fulham,8,1.38,5.75,10.5,H,19.0,13.0
Man United,Fulham,8,1.35,5.24,9.11,H,19.0,13.0
West Ham,Crystal Palace,8,2.3,3.4,3.4,H,33.0,11.0
West Ham,Crystal Palace,8,2.2,3.4,3.3,H,33.0,11.0
West Ham,Crystal Palace,8,2.25,3.3,3.3,H,33.0,11.0
West Ham,Crystal Palace,8,2.25,3.3,3.3,H,33.0,11.0
West Ham,Crystal Palace,8,2.25,3.4,3.4,H,33.0,11.0
West Ham,Crystal Palace,8,2.33,3.45,3.5,H,33.0,11.0
West Ham,Crystal Palace,8,2.26,3.34,3.32,H,33.0,11.0
Newcastle,Wolves,9,2.9,3.2,2.7,A,21.0,35.0
Newcastle,Wolves,9,2.85,3.1,2.65,A,21.0,35.0
Newcastle,Wolves,9,2.7,3.2,2.7,A,21.0,35.0
Newcastle,Wolves,9,2.9,3.1,2.62,A,21.0,35.0
Newcastle,Wolves,9,3.0,3.13,2.63,A,21.0,35.0
Newcastle,Wolves,9,3.01,3.2,2.82,A,21.0,35.0
Newcastle,Wolves,9,2.91,3.08,2.65,A,21.0,35.0
Everton,Watford,10,1.8,3.75,5.0,D,12.0,31.0
Everton,Watford,10,1.75,3.7,4.75,D,12.0,31.0
Everton,Watford,10,1.75,3.7,4.8,D,12.0,31.0
Everton,Watford,10,1.73,3.8,4.8,D,12.0,31.0
Everton,Watford,10,1.75,3.8,5.0,D,12.0,31.0
Everton,Watford,10,1.82,3.95,5.11,D,12.0,31.0
Everton,Watford,10,1.75,3.74,4.77,D,12.0,31.0
Crystal Palace,Leicester,12,2.62,3.2,3.0,H,11.0,16.0
Crystal Palace,Leicester,12,2.55,3.2,2.9,H,11.0,16.0
Crystal Palace,Leicester,12,2.6,3.1,2.95,H,11.0,16.0
Crystal Palace,Leicester,12,2.62,3.1,2.88,H,11.0,16.0
Crystal Palace,Leicester,12,2.7,3.13,3.0,H,11.0,16.0
Crystal Palace,Leicester,12,2.72,3.2,3.05,H,11.0,16.0
Crystal Palace,Leicester,12,2.64,3.12,2.92,H,11.0,16.0
Fulham,West Ham,12,2.9,3.6,2.5,A,13.0,33.0
Fulham,West Ham,12,2.85,3.5,2.4,A,13.0,33.0
Fulham,West Ham,12,2.85,3.55,2.4,A,13.0,33.0
Fulham,West Ham,12,2.9,3.5,2.38,A,13.0,33.0
Fulham,West Ham,12,3.0,3.6,2.45,A,13.0,33.0
Fulham,West Ham,12,3.03,3.65,2.51,A,13.0,33.0
Fulham,West Ham,12,2.9,3.51,2.42,A,13.0,33.0
Huddersfield,Newcastle,12,2.6,3.1,3.1,A,14.0,21.0
Huddersfield,Newcastle,12,2.55,3.0,3.1,A,14.0,21.0
Huddersfield,Newcastle,12,2.5,3.2,2.95,A,14.0,21.0
Huddersfield,Newcastle,12,2.62,3.0,3.0,A,14.0,21.0
Huddersfield,Newcastle,12,2.7,3.0,3.1,A,14.0,21.0
Huddersfield,Newcastle,12,2.73,3.2,3.2,A,14.0,21.0
Huddersfield,Newcastle,12,2.63,3.01,3.05,A,14.0,21.0
Man City,Everton,12,1.22,7.5,13.0,H,18.0,12.0
Man City,Everton,12,1.22,7.0,12.0,H,18.0,12.0
Man City,Everton,12,1.22,6.5,12.5,H,18.0,12.0
Man City,Everton,12,1.2,7.0,13.0,H,18.0,12.0
Man City,Everton,12,1.22,7.0,15.0,H,18.0,12.0
Man City,Everton,12,1.26,7.5,15.0,H,18.0,12.0
Man City,Everton,12,1.22,6.83,12.85,H,18.0,12.0
Tottenham,Burnley,12,1.18,8.0,19.0,H,30.0,8.0
Tottenham,Burnley,12,1.18,7.25,16.0,H,30.0,8.0
Tottenham,Burnley,12,1.2,7.0,13.0,H,30.0,8.0
Tottenham,Burnley,12,1.15,8.0,15.0,H,30.0,8.0
Tottenham,Burnley,12,1.18,8.0,21.0,H,30.0,8.0
Tottenham,Burnley,12,1.2,8.15,21.0,H,30.0,8.0
Tottenham,Burnley,12,1.18,7.45,16.85,H,30.0,8.0
Watford,Cardiff,12,1.64,3.9,6.0,H,31.0,9.0
Watford,Cardiff,12,1.65,3.9,5.25,H,31.0,9.0
Watford,Cardiff,12,1.7,3.8,5.0,H,31.0,9.0
Watford,Cardiff,12,1.6,3.9,6.0,H,31.0,9.0
Watford,Cardiff,12,1.65,3.9,6.25,H,31.0,9.0
Watford,Cardiff,12,1.7,4.1,6.37,H,31.0,9.0
Watford,Cardiff,12,1.64,3.87,5.81,H,31.0,9.0
Wolves,Bournemouth,12,1.95,3.6,4.33,H,35.0,6.0
Wolves,Bournemouth,12,1.95,3.5,4.0,H,35.0,6.0
Wolves,Bournemouth,12,2.0,3.4,3.8,H,35.0,6.0
Wolves,Bournemouth,12,1.95,3.5,4.0,H,35.0,6.0
Wolves,Bournemouth,12,1.95,3.6,4.1,H,35.0,6.0
Wolves,Bournemouth,12,2.03,3.65,4.35,H,35.0,6.0
Wolves,Bournemouth,12,1.96,3.51,4.09,H,35.0,6.0
Brighton,Chelsea,12,7.5,4.5,1.5,A,7.0,10.0
Brighton,Chelsea,12,8.0,4.5,1.42,A,7.0,10.0
Brighton,Chelsea,12,7.2,4.4,1.45,A,7.0,10.0
Brighton,Chelsea,12,7.0,4.33,1.47,A,7.0,10.0
Brighton,Chelsea,12,7.5,4.5,1.5,A,7.0,10.0
Brighton,Chelsea,12,8.5,4.6,1.52,A,7.0,10.0
Brighton,Chelsea,12,7.4,4.31,1.48,A,7.0,10.0
Liverpool,Man United,12,1.57,4.5,6.0,H,17.0,19.0
Liverpool,Man United,12,1.53,4.33,6.0,H,17.0,19.0
Liverpool,Man United,12,1.65,4.0,5.1,H,17.0,19.0
Liverpool,Man United,12,1.52,4.33,6.0,H,17.0,19.0
Liverpool,Man United,12,1.5,4.5,7.0,H,17.0,19.0
Liverpool,Man United,12,1.65,4.51,7.0,H,17.0,19.0
Liverpool,Man United,12,1.54,4.31,6.29,H,17.0,19.0
Southampton,Arsenal,12,4.1,3.9,1.9,H,26.0,0.0
Southampton,Arsenal,12,4.0,3.7,1.9,H,26.0,0.0
Southampton,Arsenal,12,3.75,3.8,1.9,H,26.0,0.0
Southampton,Arsenal,12,3.9,3.75,1.91,H,26.0,0.0
Southampton,Arsenal,12,4.0,3.9,1.95,H,26.0,0.0
Southampton,Arsenal,12,4.1,3.95,1.98,H,26.0,0.0
Southampton,Arsenal,12,3.84,3.8,1.93,H,26.0,0.0
Wolves,Liverpool,12,7.0,4.0,1.57,A,35.0,17.0
Wolves,Liverpool,12,6.5,3.9,1.57,A,35.0,17.0
Wolves,Liverpool,12,6.0,4.0,1.57,A,35.0,17.0
Wolves,Liverpool,12,6.5,3.9,1.55,A,35.0,17.0
Wolves,Liverpool,12,6.5,4.1,1.6,A,35.0,17.0
Wolves,Liverpool,12,7.2,4.15,1.62,A,35.0,17.0
Wolves,Liverpool,12,6.61,3.97,1.58,A,35.0,17.0
Arsenal,Burnley,12,1.25,6.5,15.0,H,0.0,8.0
Arsenal,Burnley,12,1.22,6.25,13.5,H,0.0,8.0
Arsenal,Burnley,12,1.25,6.1,11.0,H,0.0,8.0
Arsenal,Burnley,12,1.22,6.0,15.0,H,0.0,8.0
Arsenal,Burnley,12,1.25,6.5,15.0,H,0.0,8.0
Arsenal,Burnley,12,1.26,6.75,15.25,H,0.0,8.0
Arsenal,Burnley,12,1.24,6.29,13.63,H,0.0,8.0
Bournemouth,Brighton,12,1.9,3.7,4.33,H,6.0,7.0
Bournemouth,Brighton,12,1.85,3.6,4.33,H,6.0,7.0
Bournemouth,Brighton,12,1.85,3.6,4.3,H,6.0,7.0
Bournemouth,Brighton,12,1.91,3.5,4.2,H,6.0,7.0
Bournemouth,Brighton,12,1.95,3.6,4.33,H,6.0,7.0
Bournemouth,Brighton,12,1.97,3.7,4.5,H,6.0,7.0
Bournemouth,Brighton,12,1.91,3.54,4.27,H,6.0,7.0
Cardiff,Man United,12,6.5,4.2,1.57,A,9.0,19.0
Cardiff,Man United,12,5.75,4.0,1.6,A,9.0,19.0
Cardiff,Man United,12,5.8,4.05,1.57,A,9.0,19.0
Cardiff,Man United,12,6.0,4.0,1.57,A,9.0,19.0
Cardiff,Man United,12,6.25,4.2,1.6,A,9.0,19.0
Cardiff,Man United,12,6.63,4.2,1.65,A,9.0,19.0
Cardiff,Man United,12,6.06,4.05,1.59,A,9.0,19.0
Chelsea,Leicester,12,1.33,5.5,11.0,A,10.0,16.0
Chelsea,Leicester,12,1.33,5.0,10.0,A,10.0,16.0
Chelsea,Leicester,12,1.35,5.3,8.0,A,10.0,16.0
Chelsea,Leicester,12,1.3,5.25,11.0,A,10.0,16.0
Chelsea,Leicester,12,1.33,5.5,11.0,A,10.0,16.0
Chelsea,Leicester,12,1.36,5.5,11.39,A,10.0,16.0
Chelsea,Leicester,12,1.33,5.23,10.39,A,10.0,16.0
Huddersfield,Southampton,12,3.1,3.1,2.6,A,14.0,26.0
Huddersfield,Southampton,12,3.1,3.1,2.5,A,14.0,26.0
Huddersfield,Southampton,12,3.05,3.15,2.45,A,14.0,26.0
Huddersfield,Southampton,12,3.0,3.0,2.6,A,14.0,26.0
Huddersfield,Southampton,12,3.1,3.1,2.63,A,14.0,26.0
Huddersfield,Southampton,12,3.15,3.15,2.73,A,14.0,26.0
Huddersfield,Southampton,12,3.05,3.07,2.58,A,14.0,26.0
Man City,Crystal Palace,12,1.14,10.0,21.0,A,18.0,11.0
Man City,Crystal Palace,12,1.15,8.0,17.5,A,18.0,11.0
Man City,Crystal Palace,12,1.15,8.0,18.0,A,18.0,11.0
Man City,Crystal Palace,12,1.12,8.5,23.0,A,18.0,11.0
Man City,Crystal Palace,12,1.15,9.5,21.0,A,18.0,11.0
Man City,Crystal Palace,12,1.17,10.0,25.0,A,18.0,11.0
Man City,Crystal Palace,12,1.14,8.79,19.89,A,18.0,11.0
Newcastle,Fulham,12,2.0,3.6,4.0,D,21.0,13.0
Newcastle,Fulham,12,1.95,3.5,3.9,D,21.0,13.0
Newcastle,Fulham,12,1.95,3.5,3.9,D,21.0,13.0
Newcastle,Fulham,12,1.95,3.5,4.0,D,21.0,13.0
Newcastle,Fulham,12,2.0,3.6,4.1,D,21.0,13.0
Newcastle,Fulham,12,2.06,3.63,4.13,D,21.0,13.0
Newcastle,Fulham,12,1.99,3.52,3.94,D,21.0,13.0
West Ham,Watford,12,2.37,3.5,3.1,A,33.0,31.0
West Ham,Watford,12,2.25,3.5,3.1,A,33.0,31.0
West Ham,Watford,12,2.3,3.5,3.0,A,33.0,31.0
West Ham,Watford,12,2.3,3.4,3.1,A,33.0,31.0
West Ham,Watford,12,2.38,3.5,3.13,A,33.0,31.0
West Ham,Watford,12,2.4,3.6,3.2,A,33.0,31.0
West Ham,Watford,12,2.33,3.48,3.07,A,33.0,31.0
Everton,Tottenham,12,3.25,3.5,2.3,A,12.0,30.0
Everton,Tottenham,12,3.2,3.4,2.25,A,12.0,30.0
Everton,Tottenham,12,3.15,3.45,2.25,A,12.0,30.0
Everton,Tottenham,12,3.1,3.4,2.3,A,12.0,30.0
Everton,Tottenham,12,3.25,3.5,2.3,A,12.0,30.0
Everton,Tottenham,12,3.35,3.55,2.4,A,12.0,30.0
Everton,Tottenham,12,3.19,3.42,2.29,A,12.0,30.0
Brighton,Arsenal,12,5.25,3.9,1.72,D,7.0,0.0
Brighton,Arsenal,12,5.25,3.9,1.67,D,7.0,0.0
Brighton,Arsenal,12,4.85,3.85,1.7,D,7.0,0.0
Brighton,Arsenal,12,5.0,3.8,1.7,D,7.0,0.0
Brighton,Arsenal,12,5.25,3.9,1.75,D,7.0,0.0
Brighton,Arsenal,12,5.33,4.05,1.77,D,7.0,0.0
Brighton,Arsenal,12,5.04,3.84,1.71,D,7.0,0.0
Burnley,Everton,12,4.33,3.5,1.95,A,8.0,12.0
Burnley,Everton,12,4.33,3.4,1.91,A,8.0,12.0
Burnley,Everton,12,4.4,3.5,1.85,A,8.0,12.0
Burnley,Everton,12,4.33,3.4,1.91,A,8.0,12.0
Burnley,Everton,12,4.5,3.5,1.95,A,8.0,12.0
Burnley,Everton,12,4.51,3.6,1.98,A,8.0,12.0
Burnley,Everton,12,4.33,3.44,1.93,A,8.0,12.0
Crystal Palace,Cardiff,12,1.66,4.0,5.75,D,11.0,9.0
Crystal Palace,Cardiff,12,1.65,4.0,5.25,D,11.0,9.0
Crystal Palace,Cardiff,12,1.7,3.8,5.0,D,11.0,9.0
Crystal Palace,Cardiff,12,1.63,3.8,5.8,D,11.0,9.0
Crystal Palace,Cardiff,12,1.67,3.9,6.0,D,11.0,9.0
Crystal Palace,Cardiff,12,1.7,4.1,6.08,D,11.0,9.0
Crystal Palace,Cardiff,12,1.65,3.92,5.59,D,11.0,9.0
Fulham,Wolves,12,3.25,3.4,2.37,D,13.0,35.0
Fulham,Wolves,12,3.25,3.3,2.3,D,13.0,35.0
Fulham,Wolves,12,3.1,3.25,2.35,D,13.0,35.0
Fulham,Wolves,12,3.2,3.2,2.35,D,13.0,35.0
Fulham,Wolves,12,3.3,3.3,2.4,D,13.0,35.0
Fulham,Wolves,12,3.3,3.4,2.47,D,13.0,35.0
Fulham,Wolves,12,3.19,3.28,2.36,D,13.0,35.0
Leicester,Man City,12,9.5,5.25,1.36,H,16.0,18.0
Leicester,Man City,12,8.5,5.0,1.36,H,16.0,18.0
Leicester,Man City,12,8.0,5.0,1.37,H,16.0,18.0
Leicester,Man City,12,9.5,5.0,1.35,H,16.0,18.0
Leicester,Man City,12,10.0,5.25,1.36,H,16.0,18.0
Leicester,Man City,12,10.0,5.45,1.39,H,16.0,18.0
Leicester,Man City,12,9.0,5.13,1.36,H,16.0,18.0
Liverpool,Newcastle,12,1.16,8.5,19.0,H,17.0,21.0
Liverpool,Newcastle,12,1.16,8.0,16.0,H,17.0,21.0
Liverpool,Newcastle,12,1.17,7.6,16.5,H,17.0,21.0
Liverpool,Newcastle,12,1.15,8.0,17.0,H,17.0,21.0
Liverpool,Newcastle,12,1.17,8.5,21.0,H,17.0,21.0
Liverpool,Newcastle,12,1.18,9.5,21.0,H,17.0,21.0
Liverpool,Newcastle,12,1.16,8.05,17.73,H,17.0,21.0
Man United,Huddersfield,12,1.25,6.5,15.0,H,19.0,14.0
Man United,Huddersfield,12,1.22,6.25,14.0,H,19.0,14.0
Man United,Huddersfield,12,1.22,6.2,13.5,H,19.0,14.0
Man United,Huddersfield,12,1.22,6.5,13.0,H,19.0,14.0
Man United,Huddersfield,12,1.22,6.5,15.0,H,19.0,14.0
Man United,Huddersfield,12,1.25,7.0,16.0,H,19.0,14.0
Man United,Huddersfield,12,1.23,6.34,13.66,H,19.0,14.0
Tottenham,Bournemouth,12,1.36,5.5,9.0,H,30.0,6.0
Tottenham,Bournemouth,12,1.34,5.25,9.0,H,30.0,6.0
Tottenham,Bournemouth,12,1.35,5.2,8.4,H,30.0,6.0
Tottenham,Bournemouth,12,1.33,5.25,9.0,H,30.0,6.0
Tottenham,Bournemouth,12,1.36,5.5,10.0,H,30.0,6.0
Tottenham,Bournemouth,12,1.38,5.5,10.01,H,30.0,6.0
Tottenham,Bournemouth,12,1.35,5.23,9.12,H,30.0,6.0
Watford,Chelsea,12,5.25,3.8,1.75,A,31.0,10.0
Watford,Chelsea,12,5.0,3.8,1.7,A,31.0,10.0
Watford,Chelsea,12,4.7,3.85,1.73,A,31.0,10.0
Watford,Chelsea,12,4.8,3.75,1.73,A,31.0,10.0
Watford,Chelsea,12,5.0,3.8,1.75,A,31.0,10.0
Watford,Chelsea,12,5.27,3.95,1.79,A,31.0,10.0
Watford,Chelsea,12,4.89,3.8,1.74,A,31.0,10.0
Southampton,West Ham,12,2.3,3.5,3.3,A,26.0,33.0
Southampton,West Ham,12,2.2,3.5,3.2,A,26.0,33.0
Southampton,West Ham,12,2.2,3.45,3.2,A,26.0,33.0
Southampton,West Ham,12,2.25,3.4,3.2,A,26.0,33.0
Southampton,West Ham,12,2.25,3.5,3.3,A,26.0,33.0
Southampton,West Ham,12,2.31,3.6,3.36,A,26.0,33.0
Southampton,West Ham,12,2.25,3.46,3.24,A,26.0,33.0
Brighton,Everton,12,3.25,3.4,2.14,H,7.0,12.0
Brighton,Everton,12,3.5,3.3,2.15,H,7.0,12.0
Brighton,Everton,12,3.4,3.3,2.2,H,7.0,12.0
Brighton,Everton,12,3.4,3.3,2.2,H,7.0,12.0
Brighton,Everton,12,3.6,3.4,2.2,H,7.0,12.0
Brighton,Everton,12,3.6,3.46,2.3,H,7.0,12.0
Brighton,Everton,12,3.44,3.36,2.21,H,7.0,12.0
Fulham,Huddersfield,12,2.0,3.4,3.75,H,13.0,14.0
Fulham,Huddersfield,12,2.05,3.3,3.8,H,13.0,14.0
Fulham,Huddersfield,12,2.0,3.25,4.0,H,13.0,14.0
Fulham,Huddersfield,12,2.05,3.2,4.0,H,13.0,14.0
Fulham,Huddersfield,12,2.1,3.3,4.1,H,13.0,14.0
Fulham,Huddersfield,12,2.12,3.4,4.2,H,13.0,14.0
Fulham,Huddersfield,12,2.06,3.27,3.97,H,13.0,14.0
Leicester,Cardiff,12,1.55,4.0,6.0,A,16.0,9.0
Leicester,Cardiff,12,1.57,4.0,6.0,A,16.0,9.0
Leicester,Cardiff,12,1.57,4.1,6.0,A,16.0,9.0
Leicester,Cardiff,12,1.55,4.2,6.0,A,16.0,9.0
Leicester,Cardiff,12,1.6,4.2,6.5,A,16.0,9.0
Leicester,Cardiff,12,1.6,4.55,6.73,A,16.0,9.0
Leicester,Cardiff,12,1.57,4.13,6.18,A,16.0,9.0
Liverpool,Arsenal,12,1.5,4.5,5.75,H,17.0,0.0
Liverpool,Arsenal,12,1.5,4.6,6.0,H,17.0,0.0
Liverpool,Arsenal,12,1.53,4.5,5.7,H,17.0,0.0
Liverpool,Arsenal,12,1.47,4.75,6.5,H,17.0,0.0
Liverpool,Arsenal,12,1.5,4.8,7.0,H,17.0,0.0
Liverpool,Arsenal,12,1.53,5.15,7.0,H,17.0,0.0
Liverpool,Arsenal,12,1.49,4.74,6.25,H,17.0,0.0
Tottenham,Wolves,12,1.33,5.0,8.5,A,30.0,35.0
Tottenham,Wolves,12,1.33,5.25,9.0,A,30.0,35.0
Tottenham,Wolves,12,1.37,5.0,8.0,A,30.0,35.0
Tottenham,Wolves,12,1.35,5.0,9.5,A,30.0,35.0
Tottenham,Wolves,12,1.36,5.2,10.0,A,30.0,35.0
Tottenham,Wolves,12,1.39,5.5,10.5,A,30.0,35.0
Tottenham,Wolves,12,1.36,5.01,9.16,A,30.0,35.0
Watford,Newcastle,12,1.85,3.6,4.0,D,31.0,21.0
Watford,Newcastle,12,1.8,3.6,4.6,D,31.0,21.0
Watford,Newcastle,12,1.85,3.5,4.4,D,31.0,21.0
Watford,Newcastle,12,1.78,3.6,4.75,D,31.0,21.0
Watford,Newcastle,12,1.8,3.75,5.0,D,31.0,21.0
Watford,Newcastle,12,1.88,3.8,5.0,D,31.0,21.0
Watford,Newcastle,12,1.81,3.67,4.59,D,31.0,21.0
Burnley,West Ham,12,3.3,3.2,2.25,H,8.0,33.0
Burnley,West Ham,12,3.25,3.4,2.25,H,8.0,33.0
Burnley,West Ham,12,3.25,3.4,2.2,H,8.0,33.0
Burnley,West Ham,12,3.25,3.4,2.25,H,8.0,33.0
Burnley,West Ham,12,3.3,3.5,2.25,H,8.0,33.0
Burnley,West Ham,12,3.46,3.55,2.4,H,8.0,33.0
Burnley,West Ham,12,3.25,3.4,2.27,H,8.0,33.0
Crystal Palace,Chelsea,12,4.75,4.0,1.66,A,11.0,10.0
Crystal Palace,Chelsea,12,5.0,3.8,1.7,A,11.0,10.0
Crystal Palace,Chelsea,12,4.8,3.7,1.75,A,11.0,10.0
Crystal Palace,Chelsea,12,5.0,3.8,1.7,A,11.0,10.0
Crystal Palace,Chelsea,12,5.25,3.9,1.73,A,11.0,10.0
Crystal Palace,Chelsea,12,5.25,4.0,1.77,A,11.0,10.0
Crystal Palace,Chelsea,12,4.96,3.8,1.73,A,11.0,10.0
Man United,Bournemouth,12,1.33,4.75,10.0,H,19.0,6.0
Man United,Bournemouth,12,1.33,5.25,9.25,H,19.0,6.0
Man United,Bournemouth,12,1.33,5.3,8.8,H,19.0,6.0
Man United,Bournemouth,12,1.35,5.25,8.5,H,19.0,6.0
Man United,Bournemouth,12,1.36,5.4,9.0,H,19.0,6.0
Man United,Bournemouth,12,1.39,5.75,10.0,H,19.0,6.0
Man United,Bournemouth,12,1.36,5.26,8.67,H,19.0,6.0
Southampton,Man City,12,10.0,5.25,1.3,A,26.0,18.0
Southampton,Man City,12,9.5,5.0,1.34,A,26.0,18.0
Southampton,Man City,12,8.0,5.3,1.35,A,26.0,18.0
Southampton,Man City,12,10.0,5.5,1.3,A,26.0,18.0
Southampton,Man City,12,10.0,5.5,1.33,A,26.0,18.0
Southampton,Man City,12,10.5,6.0,1.35,A,26.0,18.0
Southampton,Man City,12,9.54,5.47,1.33,A,26.0,18.0
Arsenal,Fulham,1,1.33,5.75,9.5,H,0.0,13.0
Arsenal,Fulham,1,1.33,5.5,8.75,H,0.0,13.0
Arsenal,Fulham,1,1.35,5.3,8.0,H,0.0,13.0
Arsenal,Fulham,1,1.32,5.25,9.5,H,0.0,13.0
Arsenal,Fulham,1,1.36,5.5,10.0,H,0.0,13.0
Arsenal,Fulham,1,1.38,6.0,10.0,H,0.0,13.0
Arsenal,Fulham,1,1.34,5.44,8.84,H,0.0,13.0
Cardiff,Tottenham,1,7.5,4.5,1.5,A,9.0,30.0
Cardiff,Tottenham,1,7.25,4.6,1.44,A,9.0,30.0
Cardiff,Tottenham,1,6.7,4.7,1.45,A,9.0,30.0
Cardiff,Tottenham,1,7.0,4.4,1.47,A,9.0,30.0
Cardiff,Tottenham,1,7.0,4.5,1.5,A,9.0,30.0
Cardiff,Tottenham,1,7.5,4.7,1.52,A,9.0,30.0
Cardiff,Tottenham,1,6.95,4.43,1.49,A,9.0,30.0
Everton,Leicester,1,2.0,3.5,4.2,A,12.0,16.0
Everton,Leicester,1,2.05,3.4,3.75,A,12.0,16.0
Everton,Leicester,1,2.05,3.4,3.7,A,12.0,16.0
Everton,Leicester,1,2.0,3.4,3.9,A,12.0,16.0
Everton,Leicester,1,2.05,3.4,4.1,A,12.0,16.0
Everton,Leicester,1,2.06,3.6,4.2,A,12.0,16.0
Everton,Leicester,1,2.01,3.46,3.94,A,12.0,16.0
Bournemouth,Watford,2,2.6,3.6,2.75,D,6.0,31.0
Bournemouth,Watford,2,2.5,3.5,2.75,D,6.0,31.0
Bournemouth,Watford,2,2.5,3.5,2.75,D,6.0,31.0
Bournemouth,Watford,2,2.55,3.4,2.75,D,6.0,31.0
Bournemouth,Watford,2,2.6,3.5,2.8,D,6.0,31.0
Bournemouth,Watford,2,2.66,3.65,2.85,D,6.0,31.0
Bournemouth,Watford,2,2.55,3.48,2.75,D,6.0,31.0
Chelsea,Southampton,2,1.28,6.5,11.0,D,10.0,26.0
Chelsea,Southampton,2,1.28,5.75,10.5,D,10.0,26.0
