,Unnamed: 0,FUND,CNT,SRC_UID,EOM
10160,10160,Ephippiorhynchus mycteria,93,52079200642,2016-09-30
10164,10164,Bassariscus astutus,8127,1134069654772,2016-09-30
10166,10166,Butorides striatus,3237,28283084613,2016-09-30
10167,10167,Actophilornis africanus,7632,272675524722,2016-09-30
10169,10169,Oreamnos americanus,988,188703116701652,2016-09-30
10170,10170,Lorythaixoides concolor,4107,206670771,2016-09-30
10171,10171,Amphibolurus barbatus,2698,1489764652,2016-09-30
10173,10173,Himantopus himantopus,8068,206670686,2016-09-30
10174,10174,Cabassous sp.,4924,206670692,2016-09-30
10175,10175,Alligator mississippiensis,4,206670813,2016-09-30
10176,10176,Macaca fuscata,2014,188803777670426,2016-09-30
10177,10177,Laniaurius atrococcineus,278,40234253942,2016-09-30
10178,10178,Alouatta seniculus,423,40234001221,2016-09-30
10182,10182,Himantopus himantopus,89,206670686,2016-09-30
10183,10183,Chloephaga melanoptera,7786,573917296406,2016-09-30
10184,10184,Trachyphonus vaillantii,225,898428021820,2016-09-30
10186,10186,Laniaurius atrococcineus,480,40234253942,2016-09-30
10187,10187,Hystrix indica,104,189395860675734,2016-09-30
10189,10189,Vanellus sp.,1554,194309785360951,2016-09-30
10193,10193,Columba palumbus,2127,1489765858,2016-09-30
10194,10194,Ovis canadensis,146,206670723,2016-09-30
10195,10195,Deroptyus accipitrinus,372,1676124906944,2016-09-30
10196,10196,Dendrocitta vagabunda,138,206670760,2016-09-30
10197,10197,Anthropoides paradisea,182,880923451687,2016-09-30
10199,10199,Phascogale calura,133,206670732,2016-09-30
10200,10200,Canis mesomelas,7061,105401395916,2016-09-30
10203,10203,Upupa epops,2890,203221423898215,2016-09-30
10204,10204,Spermophilus lateralis,958,188703129863464,2016-09-30
10205,10205,Tyto novaehollandiae,2786,638750702637,2016-09-30
10206,10206,Geococcyx californianus,5394,207934051132,2016-09-30
10207,10207,Choloepus hoffmani,570,186267307833917,2016-09-30
10208,10208,Macaca fuscata,1428,188803777670426,2016-09-30
10209,10209,Bugeranus caruncalatus,2940,206670690,2016-09-30
10210,10210,Phaethon aethereus,74,455157311,2016-09-30
10211,10211,Papio ursinus,1226,409790534092,2016-09-30
10212,10212,Halcyon smyrnesis,2764,200109499869465,2016-09-30
10213,10213,Lepus townsendii,18,188703120510450,2016-09-30
10214,10214,Pycnonotus barbatus,2430,52096762037,2016-09-30
10215,10215,Bucephala clangula,91,737766433094,2016-09-30
10216,10216,Anthropoides paradisea,1469,880923451687,2016-09-30
10217,10217,Varanus komodensis,928,880930580959,2016-09-30
10219,10219,Panthera pardus,63,656756747842,2016-09-30
10220,10220,Cordylus giganteus,24,108203096943,2016-09-30
10222,10222,Ursus arctos,130,189654246454691,2016-09-30
10223,10223,Axis axis,101,206670739,2016-09-30
10224,10224,Physignathus cocincinus,275,206670711,2016-09-30
10227,10227,Lamprotornis nitens,3618,656760542396,2016-09-30
10228,10228,Podargus strigoides,59,206670764,2016-09-30
10229,10229,Podargus strigoides,2069,206670764,2016-09-30
10230,10230,Echimys chrysurus,1380,537115818972,2016-09-30
10231,10231,Cereopsis novaehollandiae,2295,206670721,2016-09-30
10232,10232,Pelecanus occidentalis,551,206670734,2016-09-30
10233,10233,Mustela nigripes,559,1451747082532,2016-09-30
10234,10234,Ovis canadensis,9305,206670723,2016-09-30
10235,10235,Charadrius tricollaris,175,189669305873243,2016-09-30
10236,10236,Eumetopias jubatus,67,1540205459539,2016-09-30
10239,10239,Charadrius tricollaris,1428,189669305873243,2016-10-31
10240,10240,Boa constrictor mexicana,426,198188413318323,2016-10-31
10241,10241,Laniaurius atrococcineus,177,40234253942,2016-10-31
10245,10245,Psophia viridis,3775,206670770,2016-10-31
10246,10246,Alcelaphus buselaphus cokii,7271,181701414249,2016-10-31
10247,10247,Megaderma spasma,9229,206670742,2016-10-31
10248,10248,Crotaphytus collaris,209,323418458,2016-10-31
10249,10249,Nucifraga columbiana,211,40232932742,2016-10-31
10250,10250,Rangifer tarandus,189,36740368922,2016-10-31
10252,10252,Lepus townsendii,961,188703120510450,2016-10-31
10254,10254,Actophilornis africanus,5634,272675524722,2016-10-31
10256,10256,Petaurus breviceps,1552,186494805556422,2016-10-31
10259,10259,Felis wiedi or Leopardus weidi,937,206670694,2016-10-31
10262,10262,Dicrostonyx groenlandicus,369,197463014939188,2016-10-31
10263,10263,Halcyon smyrnesis,29,200109499869465,2016-10-31
10264,10264,Choloepus hoffmani,638,186267307833917,2016-10-31
10265,10265,Sarkidornis melanotos,1214,108219608754,2016-10-31
10266,10266,unavailable,408,206670773,2016-10-31
10267,10267,Lutra canadensis,537,168720101925,2016-10-31
10268,10268,Centrocercus urophasianus,849,324918516,2016-10-31
10269,10269,Choriotis kori,2993,27160283895,2016-10-31
10271,10271,Rhea americana,3135,189669225079108,2016-10-31
10272,10272,Hystrix cristata,1643,192291882972375,2016-10-31
10273,10273,Podargus strigoides,2899,206670764,2016-10-31
10274,10274,Plegadis falcinellus,13969,181703187068,2016-10-31
10276,10276,Crotalus cerastes,21,181701369631,2016-10-31
10277,10277,Ardea cinerea,3570,206670715,2016-10-31
10278,10278,Isoodon obesulus,2951,189669356346606,2016-10-31
10279,10279,Eolophus roseicapillus,1382,55902523917,2016-10-31
10282,10282,Actophilornis africanus,97,272675524722,2016-10-31
10283,10283,Orcinus orca,111,108202450315,2016-10-31
10284,10284,Macaca mulatta,147,108207596093,2016-10-31
10286,10286,Isoodon obesulus,2435,189669356346606,2016-10-31
10287,10287,Canis aureus,1926,206670716,2016-10-31
10288,10288,Milvus migrans,1478,275505523,2016-10-31
10292,10292,Dendrocitta vagabunda,7,206670760,2016-10-31
10296,10296,Falco peregrinus,32,181989439245,2016-10-31
10297,10297,Tamandua tetradactyla,522,301519260,2016-10-31
10298,10298,Charadrius tricollaris,235,189669305873243,2016-10-31
10299,10299,Dasyurus viverrinus,11,206670754,2016-10-31
10301,10301,Trachyphonus vaillantii,1288,898428021820,2016-10-31
10302,10302,Ourebia ourebi,7854,206670693,2016-10-31
10303,10303,Spilogale gracilis,3086,186759829869822,2016-10-31
10304,10304,Ephippiorhynchus mycteria,95,52079200642,2016-10-31
10308,10308,Bassariscus astutus,7544,1134069654772,2016-10-31
10310,10310,Butorides striatus,3067,28283084613,2016-10-31
10311,10311,Actophilornis africanus,7156,272675524722,2016-10-31
10313,10313,Oreamnos americanus,917,188703116701652,2016-10-31
10314,10314,Lorythaixoides concolor,3988,206670771,2016-10-31
10315,10315,Amphibolurus barbatus,2684,1489764652,2016-10-31
10317,10317,Himantopus himantopus,7616,206670686,2016-10-31
10318,10318,Cabassous sp.,4741,206670692,2016-10-31
10319,10319,Alligator mississippiensis,4,206670813,2016-10-31
10320,10320,Macaca fuscata,2070,188803777670426,2016-10-31
10321,10321,Laniaurius atrococcineus,293,40234253942,2016-10-31
10322,10322,Alouatta seniculus,556,40234001221,2016-10-31
10326,10326,Himantopus himantopus,135,206670686,2016-10-31
10327,10327,Chloephaga melanoptera,8113,573917296406,2016-10-31
10328,10328,Trachyphonus vaillantii,156,898428021820,2016-10-31
10330,10330,Laniaurius atrococcineus,441,40234253942,2016-10-31
10331,10331,Hystrix indica,104,189395860675734,2016-10-31
10333,10333,Vanellus sp.,1470,194309785360951,2016-10-31
10337,10337,Columba palumbus,2061,1489765858,2016-10-31
10338,10338,Ovis canadensis,117,206670723,2016-10-31
10339,10339,Deroptyus accipitrinus,402,1676124906944,2016-10-31
10340,10340,Dendrocitta vagabunda,113,206670760,2016-10-31
10341,10341,Anthropoides paradisea,177,880923451687,2016-10-31
10344,10344,Phascogale calura,101,206670732,2016-10-31
10345,10345,Canis mesomelas,6884,105401395916,2016-10-31
10348,10348,Upupa epops,4117,203221423898215,2016-10-31
10349,10349,Spermophilus lateralis,933,188703129863464,2016-10-31
10350,10350,Tyto novaehollandiae,2654,638750702637,2016-10-31
10351,10351,Geococcyx californianus,5736,207934051132,2016-10-31
10352,10352,Choloepus hoffmani,457,186267307833917,2016-10-31
10353,10353,Macaca fuscata,1194,188803777670426,2016-10-31
10354,10354,Bugeranus caruncalatus,2902,206670690,2016-10-31
10355,10355,Phaethon aethereus,97,455157311,2016-10-31
10356,10356,Papio ursinus,971,409790534092,2016-10-31
10357,10357,Halcyon smyrnesis,3051,200109499869465,2016-10-31
10358,10358,Lepus townsendii,24,188703120510450,2016-10-31
10359,10359,Pycnonotus barbatus,2048,52096762037,2016-10-31
10360,10360,Bucephala clangula,96,737766433094,2016-10-31
10361,10361,Anthropoides paradisea,1314,880923451687,2016-10-31
10362,10362,Varanus komodensis,611,880930580959,2016-10-31
10364,10364,Panthera pardus,66,656756747842,2016-10-31
10365,10365,Cordylus giganteus,34,108203096943,2016-10-31
10367,10367,Ursus arctos,56,189654246454691,2016-10-31
10368,10368,Axis axis,107,206670739,2016-10-31
10369,10369,Physignathus cocincinus,273,206670711,2016-10-31
10372,10372,Lamprotornis nitens,3260,656760542396,2016-10-31
10373,10373,Podargus strigoides,86,206670764,2016-10-31
10374,10374,Podargus strigoides,1825,206670764,2016-10-31
10375,10375,Echimys chrysurus,1069,537115818972,2016-10-31
10376,10376,Cereopsis novaehollandiae,2187,206670721,2016-10-31
10377,10377,Pelecanus occidentalis,461,206670734,2016-10-31
10378,10378,Mustela nigripes,419,1451747082532,2016-10-31
10379,10379,Ovis canadensis,8808,206670723,2016-10-31
10380,10380,Charadrius tricollaris,77,189669305873243,2016-10-31
10381,10381,Eumetopias jubatus,84,1540205459539,2016-10-31
10385,10385,Charadrius tricollaris,1306,189669305873243,2016-11-30
10386,10386,Echimys chrysurus,1,537115818972,2016-11-30
10387,10387,Boa constrictor mexicana,443,198188413318323,2016-11-30
10388,10388,Laniaurius atrococcineus,170,40234253942,2016-11-30
10392,10392,Psophia viridis,3689,206670770,2016-11-30
10393,10393,Alcelaphus buselaphus cokii,7973,181701414249,2016-11-30
10395,10395,Megaderma spasma,9722,206670742,2016-11-30
10396,10396,Crotaphytus collaris,181,323418458,2016-11-30
10397,10397,Nucifraga columbiana,165,40232932742,2016-11-30
10398,10398,Rangifer tarandus,148,36740368922,2016-11-30
10400,10400,Lepus townsendii,847,188703120510450,2016-11-30
10402,10402,Actophilornis africanus,5896,272675524722,2016-11-30
10404,10404,Petaurus breviceps,1444,186494805556422,2016-11-30
10407,10407,Felis wiedi or Leopardus weidi,5768,206670694,2016-11-30
10409,10409,Dicrostonyx groenlandicus,358,197463014939188,2016-11-30
10410,10410,Halcyon smyrnesis,21,200109499869465,2016-11-30
10411,10411,Choloepus hoffmani,589,186267307833917,2016-11-30
10412,10412,Sarkidornis melanotos,1395,108219608754,2016-11-30
10413,10413,unavailable,1003,206670773,2016-11-30
10414,10414,Lutra canadensis,486,168720101925,2016-11-30
10415,10415,Centrocercus urophasianus,744,324918516,2016-11-30
10416,10416,Choriotis kori,2721,27160283895,2016-11-30
10418,10418,Rhea americana,3579,189669225079108,2016-11-30
10419,10419,Hystrix cristata,1611,192291882972375,2016-11-30
10420,10420,Podargus strigoides,2811,206670764,2016-11-30
10421,10421,Plegadis falcinellus,13739,181703187068,2016-11-30
10423,10423,Crotalus cerastes,15,181701369631,2016-11-30
10424,10424,Ardea cinerea,3468,206670715,2016-11-30
10425,10425,Isoodon obesulus,2910,189669356346606,2016-11-30
10426,10426,Eolophus roseicapillus,1232,55902523917,2016-11-30
10429,10429,Actophilornis africanus,95,272675524722,2016-11-30
10430,10430,Orcinus orca,81,108202450315,2016-11-30
10431,10431,Macaca mulatta,148,108207596093,2016-11-30
10432,10432,Isoodon obesulus,2273,189669356346606,2016-11-30
10433,10433,Canis aureus,1788,206670716,2016-11-30
10434,10434,Milvus migrans,1458,275505523,2016-11-30
10437,10437,Dendrocitta vagabunda,7,206670760,2016-11-30
10441,10441,Falco peregrinus,29,181989439245,2016-11-30
10442,10442,Tamandua tetradactyla,463,301519260,2016-11-30
10443,10443,Charadrius tricollaris,224,189669305873243,2016-11-30
10444,10444,Dasyurus viverrinus,7,206670754,2016-11-30
10446,10446,Trachyphonus vaillantii,1022,898428021820,2016-11-30
10447,10447,Ourebia ourebi,7967,206670693,2016-11-30
10448,10448,Spilogale gracilis,3061,186759829869822,2016-11-30
10449,10449,Ephippiorhynchus mycteria,71,52079200642,2016-11-30
10453,10453,Bassariscus astutus,9489,1134069654772,2016-11-30
10455,10455,Butorides striatus,2833,28283084613,2016-11-30
10456,10456,Actophilornis africanus,7269,272675524722,2016-11-30
10458,10458,Oreamnos americanus,845,188703116701652,2016-11-30
10459,10459,Lorythaixoides concolor,3767,206670771,2016-11-30
10460,10460,Amphibolurus barbatus,2459,1489764652,2016-11-30
10462,10462,Himantopus himantopus,7270,206670686,2016-11-30
10463,10463,Cabassous sp.,4814,206670692,2016-11-30
10464,10464,Alligator mississippiensis,1,206670813,2016-11-30
10465,10465,Macaca fuscata,1927,188803777670426,2016-11-30
10466,10466,Laniaurius atrococcineus,217,40234253942,2016-11-30
10467,10467,Alouatta seniculus,398,40234001221,2016-11-30
10471,10471,Himantopus himantopus,62,206670686,2016-11-30
10472,10472,Chloephaga melanoptera,7956,573917296406,2016-11-30
10473,10473,Trachyphonus vaillantii,177,898428021820,2016-11-30
10475,10475,Laniaurius atrococcineus,373,40234253942,2016-11-30
10476,10476,Hystrix indica,121,189395860675734,2016-11-30
10478,10478,Vanellus sp.,1300,194309785360951,2016-11-30
10482,10482,Columba palumbus,1861,1489765858,2016-11-30
10483,10483,Ovis canadensis,119,206670723,2016-11-30
10484,10484,Deroptyus accipitrinus,341,1676124906944,2016-11-30
10485,10485,Dendrocitta vagabunda,96,206670760,2016-11-30
10486,10486,Anthropoides paradisea,134,880923451687,2016-11-30
10489,10489,Phascogale calura,128,206670732,2016-11-30
10490,10490,Canis mesomelas,6923,105401395916,2016-11-30
10493,10493,Upupa epops,3340,203221423898215,2016-11-30
10494,10494,Spermophilus lateralis,867,188703129863464,2016-11-30
10495,10495,Tyto novaehollandiae,2792,638750702637,2016-11-30
10496,10496,Geococcyx californianus,5625,207934051132,2016-11-30
10497,10497,Choloepus hoffmani,422,186267307833917,2016-11-30
10498,10498,Macaca fuscata,1083,188803777670426,2016-11-30
10499,10499,Bugeranus caruncalatus,2788,206670690,2016-11-30
10500,10500,Phaethon aethereus,52,455157311,2016-11-30
10501,10501,Papio ursinus,871,409790534092,2016-11-30
10502,10502,Halcyon smyrnesis,2809,200109499869465,2016-11-30
10503,10503,Lepus townsendii,35,188703120510450,2016-11-30
10504,10504,Pycnonotus barbatus,1923,52096762037,2016-11-30
10505,10505,Bucephala clangula,92,737766433094,2016-11-30
10506,10506,Anthropoides paradisea,1202,880923451687,2016-11-30
10507,10507,Varanus komodensis,538,880930580959,2016-11-30
10509,10509,Panthera pardus,35,656756747842,2016-11-30
10510,10510,Cordylus giganteus,33,108203096943,2016-11-30
10512,10512,Ursus arctos,111,189654246454691,2016-11-30
10513,10513,Axis axis,85,206670739,2016-11-30
10514,10514,Physignathus cocincinus,257,206670711,2016-11-30
10517,10517,Lamprotornis nitens,3638,656760542396,2016-11-30
10518,10518,Podargus strigoides,54,206670764,2016-11-30
10519,10519,Podargus strigoides,1956,206670764,2016-11-30
10520,10520,Echimys chrysurus,973,537115818972,2016-11-30
10521,10521,Cereopsis novaehollandiae,2021,206670721,2016-11-30
10522,10522,Pelecanus occidentalis,421,206670734,2016-11-30
10523,10523,Mustela nigripes,380,1451747082532,2016-11-30
10524,10524,Ovis canadensis,8685,206670723,2016-11-30
10525,10525,Charadrius tricollaris,98,189669305873243,2016-11-30
10526,10526,Eumetopias jubatus,36,1540205459539,2016-11-30
10530,10530,Charadrius tricollaris,1393,189669305873243,2016-12-31
10531,10531,Melophus lathami,2,537945078883,2016-12-31
10532,10532,Boa constrictor mexicana,286,198188413318323,2016-12-31
10533,10533,Laniaurius atrococcineus,103,40234253942,2016-12-31
10537,10537,Psophia viridis,4065,206670770,2016-12-31
10538,10538,Alcelaphus buselaphus cokii,8557,181701414249,2016-12-31
10540,10540,Hystrix indica,1,189395860675734,2016-12-31
10541,10541,Megaderma spasma,9530,206670742,2016-12-31
10542,10542,Marmota flaviventris,1,188703102004066,2016-12-31
10543,10543,Crotaphytus collaris,215,323418458,2016-12-31
10544,10544,Nucifraga columbiana,121,40232932742,2016-12-31
10545,10545,Rangifer tarandus,113,36740368922,2016-12-31
10547,10547,Lepus townsendii,1022,188703120510450,2016-12-31
10549,10549,Actophilornis africanus,6286,272675524722,2016-12-31
10551,10551,Petaurus breviceps,1685,186494805556422,2016-12-31
10554,10554,Felis wiedi or Leopardus weidi,6261,206670694,2016-12-31
10556,10556,Dicrostonyx groenlandicus,167,197463014939188,2016-12-31
10557,10557,Halcyon smyrnesis,25,200109499869465,2016-12-31
10558,10558,Choloepus hoffmani,601,186267307833917,2016-12-31
10559,10559,Sarkidornis melanotos,1544,108219608754,2016-12-31
10560,10560,unavailable,1116,206670773,2016-12-31
10561,10561,Lutra canadensis,576,168720101925,2016-12-31
10562,10562,Centrocercus urophasianus,887,324918516,2016-12-31
10563,10563,Choriotis kori,3164,27160283895,2016-12-31
10565,10565,Rhea americana,4138,189669225079108,2016-12-31
10566,10566,Hystrix cristata,1521,192291882972375,2016-12-31
10567,10567,Podargus strigoides,3134,206670764,2016-12-31
10568,10568,Plegadis falcinellus,14871,181703187068,2016-12-31
10570,10570,Crotalus cerastes,3,181701369631,2016-12-31
10571,10571,Ardea cinerea,3955,206670715,2016-12-31
10572,10572,Isoodon obesulus,3110,189669356346606,2016-12-31
10573,10573,Eolophus roseicapillus,1489,55902523917,2016-12-31
10576,10576,Actophilornis africanus,66,272675524722,2016-12-31
10577,10577,Orcinus orca,58,108202450315,2016-12-31
10578,10578,Macaca mulatta,135,108207596093,2016-12-31
10579,10579,Isoodon obesulus,2587,189669356346606,2016-12-31
10580,10580,Canis aureus,2088,206670716,2016-12-31
10581,10581,Milvus migrans,1743,275505523,2016-12-31
10584,10584,Dendrocitta vagabunda,12,206670760,2016-12-31
10588,10588,Falco peregrinus,8,181989439245,2016-12-31
10589,10589,Tamandua tetradactyla,579,301519260,2016-12-31
10590,10590,Charadrius tricollaris,284,189669305873243,2016-12-31
10592,10592,Trachyphonus vaillantii,1334,898428021820,2016-12-31
10593,10593,Ourebia ourebi,8020,206670693,2016-12-31
10594,10594,Spilogale gracilis,3257,186759829869822,2016-12-31
10595,10595,Ephippiorhynchus mycteria,53,52079200642,2016-12-31
10599,10599,Bassariscus astutus,8984,1134069654772,2016-12-31
10601,10601,Butorides striatus,3360,28283084613,2016-12-31
10602,10602,Actophilornis africanus,8174,272675524722,2016-12-31
10604,10604,Oreamnos americanus,966,188703116701652,2016-12-31
10605,10605,Lorythaixoides concolor,4473,206670771,2016-12-31
10606,10606,Amphibolurus barbatus,2794,1489764652,2016-12-31
10608,10608,Himantopus himantopus,8551,206670686,2016-12-31
10609,10609,Cabassous sp.,5327,206670692,2016-12-31
10610,10610,Alligator mississippiensis,1,206670813,2016-12-31
10611,10611,Macaca fuscata,2108,188803777670426,2016-12-31
10612,10612,Laniaurius atrococcineus,149,40234253942,2016-12-31
10613,10613,Alouatta seniculus,276,40234001221,2016-12-31
10617,10617,Himantopus himantopus,25,206670686,2016-12-31
10618,10618,Myiarchus tuberculifer,2,188703112484212,2016-12-31
10619,10619,Chloephaga melanoptera,8274,573917296406,2016-12-31
10620,10620,Trachyphonus vaillantii,195,898428021820,2016-12-31
10622,10622,Laniaurius atrococcineus,493,40234253942,2016-12-31
10623,10623,Hystrix indica,60,189395860675734,2016-12-31
10625,10625,Vanellus sp.,1258,194309785360951,2016-12-31
10628,10628,Dasyurus viverrinus,20,206670754,2016-12-31
10630,10630,Columba palumbus,2242,1489765858,2016-12-31
10631,10631,Ovis canadensis,96,206670723,2016-12-31
10632,10632,Deroptyus accipitrinus,193,1676124906944,2016-12-31
10633,10633,Dendrocitta vagabunda,209,206670760,2016-12-31
10634,10634,Anthropoides paradisea,76,880923451687,2016-12-31
10637,10637,Phascogale calura,84,206670732,2016-12-31
10638,10638,Canis mesomelas,7370,105401395916,2016-12-31
10641,10641,Upupa epops,2433,203221423898215,2016-12-31
10642,10642,Spermophilus lateralis,976,188703129863464,2016-12-31
10643,10643,Tyto novaehollandiae,3137,638750702637,2016-12-31
10644,10644,Geococcyx californianus,5530,207934051132,2016-12-31
10645,10645,Choloepus hoffmani,310,186267307833917,2016-12-31
10646,10646,Macaca fuscata,1224,188803777670426,2016-12-31
10647,10647,Bugeranus caruncalatus,3120,206670690,2016-12-31
10648,10648,Phaethon aethereus,49,455157311,2016-12-31
10649,10649,Papio ursinus,1004,409790534092,2016-12-31
10650,10650,Halcyon smyrnesis,3107,200109499869465,2016-12-31
10651,10651,Lepus townsendii,29,188703120510450,2016-12-31
10652,10652,Pycnonotus barbatus,2248,52096762037,2016-12-31
10653,10653,Bucephala clangula,53,737766433094,2016-12-31
10654,10654,Anthropoides paradisea,1367,880923451687,2016-12-31
10655,10655,Varanus komodensis,618,880930580959,2016-12-31
10657,10657,Panthera pardus,28,656756747842,2016-12-31
10658,10658,Cordylus giganteus,24,108203096943,2016-12-31
10660,10660,Ursus arctos,67,189654246454691,2016-12-31
10661,10661,Axis axis,73,206670739,2016-12-31
10662,10662,Physignathus cocincinus,152,206670711,2016-12-31
10665,10665,Lamprotornis nitens,3742,656760542396,2016-12-31
10666,10666,Podargus strigoides,46,206670764,2016-12-31
10667,10667,Podargus strigoides,2205,206670764,2016-12-31
10668,10668,Cordylus giganteus,1,108203096943,2016-12-31
10669,10669,Echimys chrysurus,1342,537115818972,2016-12-31
10670,10670,Cereopsis novaehollandiae,2437,206670721,2016-12-31
10671,10671,Pelecanus occidentalis,498,206670734,2016-12-31
10672,10672,Mustela nigripes,475,1451747082532,2016-12-31
10673,10673,Ovis canadensis,9089,206670723,2016-12-31
10674,10674,Charadrius tricollaris,55,189669305873243,2016-12-31
10675,10675,Eumetopias jubatus,2,1540205459539,2016-12-31
10679,10679,Charadrius tricollaris,1502,189669305873243,2017-01-31
10680,10680,Boa constrictor mexicana,340,198188413318323,2017-01-31
10681,10681,Laniaurius atrococcineus,166,40234253942,2017-01-31
10685,10685,Psophia viridis,4487,206670770,2017-01-31
10686,10686,Alcelaphus buselaphus cokii,8542,181701414249,2017-01-31
10688,10688,Megaderma spasma,10132,206670742,2017-01-31
10689,10689,Crotaphytus collaris,181,323418458,2017-01-31
10690,10690,Nucifraga columbiana,171,40232932742,2017-01-31
10691,10691,Rangifer tarandus,172,36740368922,2017-01-31
10693,10693,Lepus townsendii,1036,188703120510450,2017-01-31
10695,10695,Actophilornis africanus,6556,272675524722,2017-01-31
10697,10697,Petaurus breviceps,1718,186494805556422,2017-01-31
10700,10700,Felis wiedi or Leopardus weidi,6821,206670694,2017-01-31
10702,10702,Dicrostonyx groenlandicus,188,197463014939188,2017-01-31
10703,10703,Halcyon smyrnesis,8,200109499869465,2017-01-31
10704,10704,Choloepus hoffmani,558,186267307833917,2017-01-31
10705,10705,Sarkidornis melanotos,1256,108219608754,2017-01-31
10706,10706,unavailable,653,206670773,2017-01-31
10707,10707,Lutra canadensis,517,168720101925,2017-01-31
10708,10708,Centrocercus urophasianus,830,324918516,2017-01-31
10709,10709,Choriotis kori,3350,27160283895,2017-01-31
10711,10711,Rhea americana,3771,189669225079108,2017-01-31
10712,10712,Hystrix cristata,1773,192291882972375,2017-01-31
10713,10713,Podargus strigoides,3353,206670764,2017-01-31
10714,10714,Plegadis falcinellus,15703,181703187068,2017-01-31
10716,10716,Ardea cinerea,4187,206670715,2017-01-31
10717,10717,Isoodon obesulus,3403,189669356346606,2017-01-31
10718,10718,Eolophus roseicapillus,1517,55902523917,2017-01-31
10721,10721,Actophilornis africanus,91,272675524722,2017-01-31
10722,10722,Orcinus orca,69,108202450315,2017-01-31
10723,10723,Macaca mulatta,140,108207596093,2017-01-31
10724,10724,Isoodon obesulus,2743,189669356346606,2017-01-31
10725,10725,Canis aureus,2166,206670716,2017-01-31
10726,10726,Milvus migrans,1768,275505523,2017-01-31
10730,10730,Dendrocitta vagabunda,9,206670760,2017-01-31
10734,10734,Tamandua tetradactyla,534,301519260,2017-01-31
10735,10735,Charadrius tricollaris,213,189669305873243,2017-01-31
10736,10736,Dasyurus viverrinus,2,206670754,2017-01-31
10738,10738,Trachyphonus vaillantii,1234,898428021820,2017-01-31
10739,10739,Ourebia ourebi,8827,206670693,2017-01-31
10740,10740,Spilogale gracilis,3564,186759829869822,2017-01-31
10741,10741,Ephippiorhynchus mycteria,61,52079200642,2017-01-31
10745,10745,Bassariscus astutus,9627,1134069654772,2017-01-31
10747,10747,Butorides striatus,3410,28283084613,2017-01-31
10748,10748,Actophilornis africanus,8515,272675524722,2017-01-31
10750,10750,Oreamnos americanus,1011,188703116701652,2017-01-31
10751,10751,Lorythaixoides concolor,4558,206670771,2017-01-31
10752,10752,Amphibolurus barbatus,2951,1489764652,2017-01-31
10754,10754,Himantopus himantopus,8646,206670686,2017-01-31
10755,10755,Cabassous sp.,5736,206670692,2017-01-31
10756,10756,Macaca fuscata,2388,188803777670426,2017-01-31
10757,10757,Laniaurius atrococcineus,165,40234253942,2017-01-31
10758,10758,Alouatta seniculus,388,40234001221,2017-01-31
10762,10762,Himantopus himantopus,103,206670686,2017-01-31
10763,10763,Chloephaga melanoptera,9247,573917296406,2017-01-31
10764,10764,Trachyphonus vaillantii,167,898428021820,2017-01-31
10766,10766,Laniaurius atrococcineus,339,40234253942,2017-01-31
10767,10767,Hystrix indica,52,189395860675734,2017-01-31
10769,10769,Vanellus sp.,1830,194309785360951,2017-01-31
10772,10772,Dasyurus viverrinus,40,206670754,2017-01-31
10774,10774,Columba palumbus,2305,1489765858,2017-01-31
10775,10775,Ovis canadensis,104,206670723,2017-01-31
10776,10776,Deroptyus accipitrinus,205,1676124906944,2017-01-31
10777,10777,Dendrocitta vagabunda,140,206670760,2017-01-31
10778,10778,Anthropoides paradisea,67,880923451687,2017-01-31
10781,10781,Phascogale calura,59,206670732,2017-01-31
10782,10782,Canis mesomelas,8264,105401395916,2017-01-31
10785,10785,Upupa epops,3273,203221423898215,2017-01-31
10786,10786,Spermophilus lateralis,1066,188703129863464,2017-01-31
10787,10787,Tyto novaehollandiae,3334,638750702637,2017-01-31
10788,10788,Geococcyx californianus,5887,207934051132,2017-01-31
10789,10789,Choloepus hoffmani,462,186267307833917,2017-01-31
10790,10790,Macaca fuscata,1206,188803777670426,2017-01-31
10791,10791,Bugeranus caruncalatus,3237,206670690,2017-01-31
10792,10792,Phaethon aethereus,54,455157311,2017-01-31
10793,10793,Papio ursinus,1033,409790534092,2017-01-31
10794,10794,Halcyon smyrnesis,3289,200109499869465,2017-01-31
10795,10795,Lepus townsendii,28,188703120510450,2017-01-31
10796,10796,Pycnonotus barbatus,2289,52096762037,2017-01-31
10797,10797,Bucephala clangula,80,737766433094,2017-01-31
10798,10798,Anthropoides paradisea,1394,880923451687,2017-01-31
10799,10799,Varanus komodensis,600,880930580959,2017-01-31
10801,10801,Panthera pardus,55,656756747842,2017-01-31
10802,10802,Cordylus giganteus,50,108203096943,2017-01-31
10804,10804,Ursus arctos,121,189654246454691,2017-01-31
10805,10805,Axis axis,113,206670739,2017-01-31
10806,10806,Physignathus cocincinus,286,206670711,2017-01-31
10809,10809,Lamprotornis nitens,3827,656760542396,2017-01-31
10810,10810,Podargus strigoides,80,206670764,2017-01-31
10811,10811,Podargus strigoides,2211,206670764,2017-01-31
10812,10812,Echimys chrysurus,1185,537115818972,2017-01-31
10813,10813,Cereopsis novaehollandiae,2499,206670721,2017-01-31
10814,10814,Pelecanus occidentalis,483,206670734,2017-01-31
10815,10815,Mustela nigripes,494,1451747082532,2017-01-31
